"subj","stimulustype","item","condition","sentence","response","rt","order","CorrectResponse","Grammaticality","Accuracy","Attractor"
15,"Filler",74,0,"The coffee and the muffin never cools","j",0.847532987595,48,"j","Ungrammatical",1,"NA"
15,"Filler",70,0,"The jersey and the glove probably stinks","f",0.81263589859,50,"j","Ungrammatical",0,"NA"
15,"Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",0.545691013336,51,"j","Ungrammatical",1,"NA"
15,"Filler",136,0,"The reporter knows that the spies often vanishes","j",1.39645290375,53,"j","Ungrammatical",1,"NA"
15,"Filler",121,0,"The mayor knows that the sheriff often complain","f",0.996642112732,55,"j","Ungrammatical",0,"NA"
15,"Filler",64,0,"The computer and the printer often restart","j",1.31512999535,57,"f","Grammatical",0,"NA"
15,"Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","f",1.28132009506,58,"f","Grammatical",1,"NA"
15,"Filler",112,0,"The teacher said that the student tentatively pass","j",2.06548309326,60,"j","Ungrammatical",1,"NA"
15,"Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","j",1.93119883537,62,"j","Ungrammatical",1,"NA"
15,"Filler",72,0,"The executioner and the victim never speaks","j",1.76376509666,64,"j","Ungrammatical",1,"NA"
15,"Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","f",2.26352286339,66,"j","Ungrammatical",0,"NA"
15,"Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",0.880702972412,68,"f","Grammatical",1,"NA"
15,"Filler",94,0,"The worker replaces the light that the tenant always break","f",1.26323580742,70,"j","Ungrammatical",0,"NA"
15,"Filler",128,0,"The bus driver worries that the breaks frequently squeak","f",0.980613946915,72,"f","Grammatical",1,"NA"
15,"Filler",127,0,"The stewardess knows that the pilots always gossip","j",1.21520590782,73,"f","Grammatical",0,"NA"
15,"Filler",130,0,"The model accepted that the shoes never fit","f",0.93222618103,75,"f","Grammatical",1,"NA"
15,"Filler",92,0,"The teenager hates the tourists that the city usually attract","f",2.16502404213,77,"j","Ungrammatical",0,"NA"
15,"Filler",73,0,"The chainsaw and the lawnmower frequently breaks","j",1.13005185127,78,"j","Ungrammatical",1,"NA"
15,"Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","f",1.5809469223,80,"j","Ungrammatical",0,"NA"
15,"Filler",139,0,"The janitor knows that the offices quickly dirties","j",1.0981400013,82,"j","Ungrammatical",1,"NA"
15,"Filler",76,0,"The picture and the frame apparently matches","j",2.43215608597,84,"j","Ungrammatical",1,"NA"
15,"Filler",97,0,"The clock shows the time that the athletes amazingly run","j",0.697686910629,86,"f","Grammatical",0,"NA"
15,"Filler",120,0,"The camper knows that the cabin usually charm","j",0.830420970917,87,"j","Ungrammatical",1,"NA"
15,"Filler",86,0,"The man fixed the leash that the dog aggressively chew","j",1.28138279915,89,"j","Ungrammatical",1,"NA"
15,"Filler",113,0,"The diplomat believes that the guard probably suffice","j",1.03023195267,91,"j","Ungrammatical",1,"NA"
15,"Filler",62,0,"The sailor and the captain usually fight","j",0.898123025894,93,"f","Grammatical",0,"NA"
15,"Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","j",1.13173985481,95,"j","Ungrammatical",1,"NA"
15,"Filler",85,0,"The dad hated the story that the child really love","f",1.76570987701,96,"j","Ungrammatical",0,"NA"
15,"Filler",84,0,"The crowd likes the movie that the theater always play","j",0.997313022614,98,"j","Ungrammatical",1,"NA"
15,"Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",1.24829316139,100,"f","Grammatical",1,"NA"
15,"Filler",122,0,"The astronaut thinks that the engine never fail","f",1.73162603378,102,"j","Ungrammatical",0,"NA"
15,"Filler",105,0,"The electrician lost the hammer that the carpenters always uses","f",1.01436901093,104,"j","Ungrammatical",0,"NA"
15,"Filler",138,0,"The manager reported that the contracts probably expires","j",1.0300860405,106,"j","Ungrammatical",1,"NA"
15,"Filler",71,0,"The fireman and the cop usually chats","f",1.51579785347,107,"j","Ungrammatical",0,"NA"
15,"Filler",79,0,"The folder and the file apparently explains","f",1.19746994972,108,"j","Ungrammatical",0,"NA"
15,"Filler",88,0,"The cop sips the coffee that the waitress carefully pour","f",1.26425409317,109,"j","Ungrammatical",0,"NA"
15,"Filler",116,0,"The thief thinks that the window likely unlock","j",0.946501016617,111,"j","Ungrammatical",1,"NA"
15,"Filler",133,0,"The professor reported that the students always complains","f",1.29741191864,113,"j","Ungrammatical",0,"NA"
15,"Filler",114,0,"The repairman said that the refrigerator still work","f",1.24745607376,115,"j","Ungrammatical",0,"NA"
15,"Filler",95,0,"The critic praised the restaurant that the celebrity really like","j",0.963084936142,117,"j","Ungrammatical",1,"NA"
15,"Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",1.28227996826,119,"j","Ungrammatical",1,"NA"
15,"Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",0.964205980301,121,"j","Ungrammatical",1,"NA"
15,"Filler",103,0,"The butler checked the window that the maids always cleans","j",0.980628013611,123,"j","Ungrammatical",1,"NA"
15,"Filler",96,0,"The camera filmed the line that the runners quickly cross","f",1.34770798683,124,"f","Grammatical",1,"NA"
15,"Filler",131,0,"The novelist wrote that the characters suddenly meet","j",0.930997848511,126,"f","Grammatical",0,"NA"
15,"Filler",135,0,"The nurse saw that the soldiers never rests","j",0.964622020721,127,"j","Ungrammatical",1,"NA"
15,"Filler",69,0,"The thesaurus and the dictionary frequently changes","j",1.06427407265,129,"j","Ungrammatical",1,"NA"
15,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",1.29763317108,130,"j","Ungrammatical",1,"NA"
15,"Filler",123,0,"The salesman knows that the customer usually decline","j",1.33140397072,132,"j","Ungrammatical",1,"NA"
15,"Filler",66,0,"The tailor and the customer cheerily talk","j",1.16438794136,133,"f","Grammatical",0,"NA"
15,"Filler",110,0,"The nurse loves the decorations that the residents always makes","f",1.14723110199,135,"j","Ungrammatical",0,"NA"
15,"Filler",78,0,"The cash and the check likely suffices","j",2.48167705536,136,"j","Ungrammatical",1,"NA"
15,"Filler",63,0,"The chair and the desk frequently break","f",0.830170154572,138,"f","Grammatical",1,"NA"
15,"Filler",67,0,"The guitar and the amplifier really rocks","j",1.54753398895,140,"j","Ungrammatical",1,"NA"
16,"Filler",91,0,"The committee awards the building that the architect truly love","j",0.798275947571,1,"j","Ungrammatical",1,"NA"
16,"Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",1.04731583595,3,"f","Grammatical",1,"NA"
16,"Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","f",0.980277061462,5,"j","Ungrammatical",0,"NA"
16,"Filler",74,0,"The coffee and the muffin never cools","j",1.43195104599,7,"j","Ungrammatical",1,"NA"
16,"Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",1.27900314331,9,"j","Ungrammatical",1,"NA"
16,"Filler",72,0,"The executioner and the victim never speaks","j",0.997483968735,10,"j","Ungrammatical",1,"NA"
16,"Filler",136,0,"The reporter knows that the spies often vanishes","j",1.58102679253,12,"j","Ungrammatical",1,"NA"
16,"Filler",119,0,"The lumberjack loves that the chainsaw never break","j",1.09743213654,13,"j","Ungrammatical",1,"NA"
16,"Filler",70,0,"The jersey and the glove probably stinks","j",1.4466791153,14,"j","Ungrammatical",1,"NA"
16,"Filler",128,0,"The bus driver worries that the breaks frequently squeak","f",1.07981610298,16,"f","Grammatical",1,"NA"
16,"Filler",81,0,"The teacher supports the student that the principal usually punish","j",1.11459612846,18,"j","Ungrammatical",1,"NA"
16,"Filler",125,0,"The boss insists that the secretary always smile","j",0.981961011887,20,"j","Ungrammatical",1,"NA"
16,"Filler",77,0,"The microphone and the guitar loudly buzzes","j",1.49808192253,22,"j","Ungrammatical",1,"NA"
16,"Filler",88,0,"The cop sips the coffee that the waitress carefully pour","j",1.21380996704,24,"j","Ungrammatical",1,"NA"
16,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",1.16420793533,26,"j","Ungrammatical",1,"NA"
16,"Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",1.13172006607,28,"f","Grammatical",1,"NA"
16,"Filler",80,0,"The desk and the bookshelf always squeaks","j",1.01192092896,30,"j","Ungrammatical",1,"NA"
16,"Filler",138,0,"The manager reported that the contracts probably expires","j",1.34724092484,32,"j","Ungrammatical",1,"NA"
16,"Filler",89,0,"The cat lost the toy that the kid always buy","j",0.848448038101,33,"j","Ungrammatical",1,"NA"
16,"Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","f",1.7323410511,35,"f","Grammatical",1,"NA"
16,"Filler",110,0,"The nurse loves the decorations that the residents always makes","j",1.54799699783,37,"j","Ungrammatical",1,"NA"
16,"Filler",126,0,"The pilot thinks that the passengers usually sleep","f",1.56466507912,39,"f","Grammatical",1,"NA"
16,"Filler",94,0,"The worker replaces the light that the tenant always break","NULL",999,40,"j","Ungrammatical",0,"NA"
16,"Filler",103,0,"The butler checked the window that the maids always cleans","j",1.56632208824,42,"j","Ungrammatical",1,"NA"
16,"Filler",134,0,"The principal discovered that the teachers never sleeps","j",1.41482305527,44,"j","Ungrammatical",1,"NA"
16,"Filler",63,0,"The chair and the desk frequently break","f",1.6805999279,46,"f","Grammatical",1,"NA"
16,"Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",1.14743518829,48,"j","Ungrammatical",1,"NA"
16,"Filler",79,0,"The folder and the file apparently explains","j",1.34630417824,49,"j","Ungrammatical",1,"NA"
16,"Filler",95,0,"The critic praised the restaurant that the celebrity really like","j",1.06354880333,51,"j","Ungrammatical",1,"NA"
16,"Filler",73,0,"The chainsaw and the lawnmower frequently breaks","j",1.44675397873,53,"j","Ungrammatical",1,"NA"
16,"Filler",62,0,"The sailor and the captain usually fight","f",1.19807910919,54,"f","Grammatical",1,"NA"
16,"Filler",139,0,"The janitor knows that the offices quickly dirties","j",0.965217828751,56,"j","Ungrammatical",1,"NA"
16,"Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","f",1.564702034,58,"j","Ungrammatical",0,"NA"
16,"Filler",113,0,"The diplomat believes that the guard probably suffice","j",1.03018522263,59,"j","Ungrammatical",1,"NA"
16,"Filler",61,0,"The dog and the cat always play","f",1.08107495308,60,"f","Grammatical",1,"NA"
16,"Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",0.846205949783,62,"j","Ungrammatical",1,"NA"
16,"Filler",124,0,"The technician found that the laboratory never quiet","j",1.58074092865,64,"j","Ungrammatical",1,"NA"
16,"Filler",68,0,"The book and the magazine never sells","j",1.4484808445,65,"j","Ungrammatical",1,"NA"
16,"Filler",75,0,"The camera and the lens definitely amazes","f",2.19852614403,67,"j","Ungrammatical",0,"NA"
16,"Filler",92,0,"The teenager hates the tourists that the city usually attract","j",0.930421113968,69,"j","Ungrammatical",1,"NA"
16,"Filler",71,0,"The fireman and the cop usually chats","j",1.06453490257,71,"j","Ungrammatical",1,"NA"
16,"Filler",130,0,"The model accepted that the shoes never fit","f",1.13202595711,73,"f","Grammatical",1,"NA"
16,"Filler",86,0,"The man fixed the leash that the dog aggressively chew","j",1.04779291153,75,"j","Ungrammatical",1,"NA"
16,"Filler",96,0,"The camera filmed the line that the runners quickly cross","f",1.24889397621,77,"f","Grammatical",1,"NA"
16,"Filler",129,0,"The chimney sweep found that the bricks often break","f",1.89748287201,79,"f","Grammatical",1,"NA"
16,"Filler",116,0,"The thief thinks that the window likely unlock","f",1.48009586334,81,"j","Ungrammatical",0,"NA"
16,"Filler",111,0,"The owner claimed that the restaurant often fill","j",0.780889034271,83,"j","Ungrammatical",1,"NA"
16,"Filler",140,0,"The lawyer said that the clients frequently lies","j",1.61538600922,85,"j","Ungrammatical",1,"NA"
16,"Filler",112,0,"The teacher said that the student tentatively pass","j",1.41473603249,87,"j","Ungrammatical",1,"NA"
16,"Filler",120,0,"The camper knows that the cabin usually charm","j",1.58167910576,89,"j","Ungrammatical",1,"NA"
16,"Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",0.998937129974,91,"j","Ungrammatical",1,"NA"
16,"Filler",98,0,"The waiter brought the meal that the boys apparently want","f",1.34866213799,92,"f","Grammatical",1,"NA"
16,"Filler",122,0,"The astronaut thinks that the engine never fail","j",1.18131184578,94,"j","Ungrammatical",1,"NA"
16,"Filler",131,0,"The novelist wrote that the characters suddenly meet","f",0.931526184082,95,"f","Grammatical",1,"NA"
16,"Filler",97,0,"The clock shows the time that the athletes amazingly run","f",1.01498794556,97,"f","Grammatical",1,"NA"
16,"Filler",64,0,"The computer and the printer often restart","j",1.4651889801,99,"f","Grammatical",0,"NA"
16,"Filler",78,0,"The cash and the check likely suffices","j",1.33002996445,100,"j","Ungrammatical",1,"NA"
16,"Filler",118,0,"The mechanic insists that the brake still work","j",1.04730296135,102,"j","Ungrammatical",1,"NA"
16,"Filler",65,0,"The tyrant and the queen suddenly agree","f",1.14851593971,104,"f","Grammatical",1,"NA"
16,"Filler",76,0,"The picture and the frame apparently matches","j",1.43232798576,106,"j","Ungrammatical",1,"NA"
16,"Filler",105,0,"The electrician lost the hammer that the carpenters always uses","j",0.89763212204,108,"j","Ungrammatical",1,"NA"
16,"Filler",66,0,"The tailor and the customer cheerily talk","f",1.58110594749,110,"f","Grammatical",1,"NA"
16,"Filler",132,0,"The captain knows that the sailors often smoke","f",1.56395101547,111,"f","Grammatical",1,"NA"
16,"Filler",84,0,"The crowd likes the movie that the theater always play","j",0.847316026688,113,"j","Ungrammatical",1,"NA"
16,"Filler",121,0,"The mayor knows that the sheriff often complain","j",0.964468002319,115,"j","Ungrammatical",1,"NA"
16,"Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","f",1.81300997734,116,"j","Ungrammatical",0,"NA"
16,"Filler",67,0,"The guitar and the amplifier really rocks","j",1.19706320763,118,"j","Ungrammatical",1,"NA"
16,"Filler",133,0,"The professor reported that the students always complains","j",1.56404304504,120,"j","Ungrammatical",1,"NA"
16,"Filler",123,0,"The salesman knows that the customer usually decline","j",1.03108286858,122,"j","Ungrammatical",1,"NA"
16,"Filler",135,0,"The nurse saw that the soldiers never rests","j",1.6488339901,124,"j","Ungrammatical",1,"NA"
16,"Filler",69,0,"The thesaurus and the dictionary frequently changes","j",1.23241901398,126,"j","Ungrammatical",1,"NA"
16,"Filler",114,0,"The repairman said that the refrigerator still work","j",0.780529022217,128,"j","Ungrammatical",1,"NA"
16,"Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","NULL",999,129,"j","Ungrammatical",0,"NA"
16,"Filler",90,0,"The magazine publishes the essays that the editor wrongly reject","j",0.979494094849,130,"j","Ungrammatical",1,"NA"
16,"Filler",115,0,"The nurse knows that the treatment probably work","j",1.33109283447,132,"j","Ungrammatical",1,"NA"
16,"Filler",101,0,"The book describes the war that the citizens sadly remember","f",1.73085999489,134,"f","Grammatical",1,"NA"
16,"Filler",85,0,"The dad hated the story that the child really love","j",1.06414198875,135,"j","Ungrammatical",1,"NA"
16,"Filler",127,0,"The stewardess knows that the pilots always gossip","f",1.68183898926,137,"f","Grammatical",1,"NA"
16,"Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","f",1.64869999886,139,"j","Ungrammatical",0,"NA"
16,"Filler",117,0,"The chef knows that the dish probably amaze","j",0.846414804459,140,"j","Ungrammatical",1,"NA"
18,"Filler",79,0,"The folder and the file apparently explains","j",0.779224872589,1,"j","Ungrammatical",1,"NA"
18,"Filler",76,0,"The picture and the frame apparently matches","f",0.815270185471,3,"j","Ungrammatical",0,"NA"
18,"Filler",103,0,"The butler checked the window that the maids always cleans","j",0.89900803566,5,"j","Ungrammatical",1,"NA"
18,"Filler",135,0,"The nurse saw that the soldiers never rests","j",0.93143081665,7,"j","Ungrammatical",1,"NA"
18,"Filler",100,0,"The crew cleans the plane that the pilots expertly fly","f",0.864442825317,9,"f","Grammatical",1,"NA"
18,"Filler",98,0,"The waiter brought the meal that the boys apparently want","f",0.798167943954,11,"f","Grammatical",1,"NA"
18,"Filler",117,0,"The chef knows that the dish probably amaze","j",0.678705215454,13,"j","Ungrammatical",1,"NA"
18,"Filler",107,0,"The editor rejects the headlines that the journalists regularly proposes","j",0.813893795013,14,"j","Ungrammatical",1,"NA"
18,"Filler",133,0,"The professor reported that the students always complains","j",0.762820005417,16,"j","Ungrammatical",1,"NA"
18,"Filler",75,0,"The camera and the lens definitely amazes","f",0.563113927841,18,"j","Ungrammatical",0,"NA"
18,"Filler",63,0,"The chair and the desk frequently break","j",1.21342897415,19,"f","Grammatical",0,"NA"
18,"Filler",127,0,"The stewardess knows that the pilots always gossip","f",0.614717960358,20,"f","Grammatical",1,"NA"
18,"Filler",86,0,"The man fixed the leash that the dog aggressively chew","j",0.697682857513,22,"j","Ungrammatical",1,"NA"
18,"Filler",132,0,"The captain knows that the sailors often smoke","f",0.730129957199,24,"f","Grammatical",1,"NA"
18,"Filler",93,0,"The landlord fixes the leaks that the pipe repeatedly produce","j",0.578969955444,26,"j","Ungrammatical",1,"NA"
18,"Filler",115,0,"The nurse knows that the treatment probably work","j",1.08103084564,27,"j","Ungrammatical",1,"NA"
18,"Filler",81,0,"The teacher supports the student that the principal usually punish","j",0.596723079681,29,"j","Ungrammatical",1,"NA"
18,"Filler",84,0,"The crowd likes the movie that the theater always play","j",0.54794883728,31,"j","Ungrammatical",1,"NA"
18,"Filler",70,0,"The jersey and the glove probably stinks","j",0.946611166,33,"j","Ungrammatical",1,"NA"
18,"Filler",85,0,"The dad hated the story that the child really love","j",0.697789907455,35,"j","Ungrammatical",1,"NA"
18,"Filler",99,0,"The shelf holds the phone book that the secretaries often use","f",0.597016096115,37,"f","Grammatical",1,"NA"
18,"Filler",120,0,"The camper knows that the cabin usually charm","j",0.547524929047,39,"j","Ungrammatical",1,"NA"
18,"Filler",72,0,"The executioner and the victim never speaks","j",0.796936988831,40,"j","Ungrammatical",1,"NA"
18,"Filler",101,0,"The book describes the war that the citizens sadly remember","f",0.680460929871,42,"f","Grammatical",1,"NA"
18,"Filler",130,0,"The model accepted that the shoes never fit","f",0.764755010605,44,"f","Grammatical",1,"NA"
18,"Filler",122,0,"The astronaut thinks that the engine never fail","j",0.530611991882,45,"j","Ungrammatical",1,"NA"
18,"Filler",134,0,"The principal discovered that the teachers never sleeps","j",0.68001294136,47,"j","Ungrammatical",1,"NA"
18,"Filler",92,0,"The teenager hates the tourists that the city usually attract","j",0.54686498642,49,"j","Ungrammatical",1,"NA"
18,"Filler",118,0,"The mechanic insists that the brake still work","j",0.796928167343,50,"j","Ungrammatical",1,"NA"
18,"Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","j",0.647483110428,52,"j","Ungrammatical",1,"NA"
18,"Filler",77,0,"The microphone and the guitar loudly buzzes","j",1.16378092766,53,"j","Ungrammatical",1,"NA"
18,"Filler",126,0,"The pilot thinks that the passengers usually sleep","f",0.714349985123,55,"f","Grammatical",1,"NA"
18,"Filler",104,0,"The crowd cheered the player that the coaches apparently supports","j",0.595809936523,56,"j","Ungrammatical",1,"NA"
18,"Filler",89,0,"The cat lost the toy that the kid always buy","j",0.548215150833,57,"j","Ungrammatical",1,"NA"
18,"Filler",124,0,"The technician found that the laboratory never quiet","j",0.613696813583,59,"j","Ungrammatical",1,"NA"
18,"Filler",61,0,"The dog and the cat always play","f",0.58048081398,61,"f","Grammatical",1,"NA"
18,"Filler",128,0,"The bus driver worries that the breaks frequently squeak","j",0.6799929142,63,"f","Grammatical",0,"NA"
18,"Filler",125,0,"The boss insists that the secretary always smile","j",0.547836065292,65,"j","Ungrammatical",1,"NA"
18,"Filler",91,0,"The committee awards the building that the architect truly love","j",0.514019012451,67,"j","Ungrammatical",1,"NA"
18,"Filler",73,0,"The chainsaw and the lawnmower frequently breaks","f",0.663157939911,69,"j","Ungrammatical",0,"NA"
18,"Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",1.01455020905,71,"j","Ungrammatical",1,"NA"
18,"Filler",65,0,"The tyrant and the queen suddenly agree","f",0.680699110031,73,"f","Grammatical",1,"NA"
18,"Filler",105,0,"The electrician lost the hammer that the carpenters always uses","j",0.629068136215,75,"j","Ungrammatical",1,"NA"
18,"Filler",109,0,"The doctor caught the flu that the shots supposedly prevents","j",1.03150010109,76,"j","Ungrammatical",1,"NA"
18,"Filler",74,0,"The coffee and the muffin never cools","f",0.914746999741,78,"j","Ungrammatical",0,"NA"
18,"Filler",129,0,"The chimney sweep found that the bricks often break","f",0.630513191223,80,"f","Grammatical",1,"NA"
18,"Filler",71,0,"The fireman and the cop usually chats","j",0.781957864761,82,"j","Ungrammatical",1,"NA"
18,"Filler",64,0,"The computer and the printer often restart","f",1.01525998116,83,"f","Grammatical",1,"NA"
18,"Filler",95,0,"The critic praised the restaurant that the celebrity really like","j",0.680921077728,85,"j","Ungrammatical",1,"NA"
18,"Filler",94,0,"The worker replaces the light that the tenant always break","f",0.930774927139,87,"j","Ungrammatical",0,"NA"
18,"Filler",88,0,"The cop sips the coffee that the waitress carefully pour","j",0.614357948303,89,"j","Ungrammatical",1,"NA"
18,"Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",0.645761013031,91,"j","Ungrammatical",1,"NA"
18,"Filler",67,0,"The guitar and the amplifier really rocks","j",0.897873878479,93,"j","Ungrammatical",1,"NA"
18,"Filler",69,0,"The thesaurus and the dictionary frequently changes","j",1.14813089371,95,"j","Ungrammatical",1,"NA"
18,"Filler",111,0,"The owner claimed that the restaurant often fill","j",0.748080015182,96,"j","Ungrammatical",1,"NA"
18,"Filler",80,0,"The desk and the bookshelf always squeaks","j",1.43021297455,98,"j","Ungrammatical",1,"NA"
18,"Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","j",0.531334877014,100,"j","Ungrammatical",1,"NA"
18,"Filler",139,0,"The janitor knows that the offices quickly dirties","j",0.730554819107,101,"j","Ungrammatical",1,"NA"
18,"Filler",62,0,"The sailor and the captain usually fight","f",0.847723960876,103,"f","Grammatical",1,"NA"
18,"Filler",138,0,"The manager reported that the contracts probably expires","j",0.845129966736,105,"j","Ungrammatical",1,"NA"
18,"Filler",90,0,"The magazine publishes the essays that the editor wrongly reject","j",0.646597862244,107,"j","Ungrammatical",1,"NA"
18,"Filler",96,0,"The camera filmed the line that the runners quickly cross","f",0.680935144424,109,"f","Grammatical",1,"NA"
18,"Filler",119,0,"The lumberjack loves that the chainsaw never break","j",0.64638710022,111,"j","Ungrammatical",1,"NA"
18,"Filler",78,0,"The cash and the check likely suffices","j",0.896708965302,113,"j","Ungrammatical",1,"NA"
18,"Filler",121,0,"The mayor knows that the sheriff often complain","j",0.578767061234,115,"j","Ungrammatical",1,"NA"
18,"Filler",110,0,"The nurse loves the decorations that the residents always makes","j",0.629693984985,116,"j","Ungrammatical",1,"NA"
18,"Filler",123,0,"The salesman knows that the customer usually decline","j",0.614423036575,118,"j","Ungrammatical",1,"NA"
18,"Filler",136,0,"The reporter knows that the spies often vanishes","j",0.563067913055,119,"j","Ungrammatical",1,"NA"
18,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","j",0.547152996063,121,"j","Ungrammatical",1,"NA"
18,"Filler",112,0,"The teacher said that the student tentatively pass","j",0.613456964493,123,"j","Ungrammatical",1,"NA"
18,"Filler",113,0,"The diplomat believes that the guard probably suffice","j",0.544260025024,125,"j","Ungrammatical",1,"NA"
18,"Filler",97,0,"The clock shows the time that the athletes amazingly run","f",0.846603155136,127,"f","Grammatical",1,"NA"
18,"Filler",137,0,"The analyst discovered that the accountants sometimes miscalculates","j",0.811924934387,128,"j","Ungrammatical",1,"NA"
18,"Filler",116,0,"The thief thinks that the window likely unlock","j",0.595577955246,129,"j","Ungrammatical",1,"NA"
18,"Filler",114,0,"The repairman said that the refrigerator still work","j",0.663161039352,131,"j","Ungrammatical",1,"NA"
18,"Filler",140,0,"The lawyer said that the clients frequently lies","j",0.931809902191,133,"j","Ungrammatical",1,"NA"
18,"Filler",66,0,"The tailor and the customer cheerily talk","f",0.680636167526,135,"f","Grammatical",1,"NA"
18,"Filler",68,0,"The book and the magazine never sells","f",0.748145103455,137,"j","Ungrammatical",0,"NA"
18,"Filler",131,0,"The novelist wrote that the characters suddenly meet","f",0.599219083786,138,"f","Grammatical",1,"NA"
18,"Filler",102,0,"The photographer captured the tree that the flowers beautifully adorn","f",0.882112979889,140,"f","Grammatical",1,"NA"
2,"Filler",125,0,"The boss insists that the secretary always smile","j",1.09805107117,1,"j","Ungrammatical",1,"NA"
2,"Filler",127,0,"The stewardess knows that the pilots always gossip","f",0.897611856461,3,"f","Grammatical",1,"NA"
2,"Filler",62,0,"The sailor and the captain usually fight","f",0.947279930115,5,"f","Grammatical",1,"NA"
2,"Filler",122,0,"The astronaut thinks that the engine never fail","j",1.09802389145,6,"j","Ungrammatical",1,"NA"
2,"Filler",101,0,"The book describes the war that the citizens sadly remember","f",1.09669494629,7,"f","Grammatical",1,"NA"
2,"Filler",108,0,"The captain releases the whales that the fishermen sometimes catches","f",0.930524110794,8,"j","Ungrammatical",0,"NA"
2,"Filler",68,0,"The book and the magazine never sells","j",2.24882006645,10,"j","Ungrammatical",1,"NA"
2,"Filler",135,0,"The nurse saw that the soldiers never rests","f",1.44800209999,12,"j","Ungrammatical",0,"NA"
2,"Filler",133,0,"The professor reported that the students always complains","j",1.26476812363,14,"j","Ungrammatical",1,"NA"
2,"Filler",111,0,"The owner claimed that the restaurant often fill","j",1.23320102692,16,"j","Ungrammatical",1,"NA"
2,"Filler",83,0,"The girl rode the elephant that the zookeeper carefully train","f",1.56474113464,18,"j","Ungrammatical",0,"NA"
2,"Filler",76,0,"The picture and the frame apparently matches","f",1.44836997986,20,"j","Ungrammatical",0,"NA"
2,"Filler",87,0,"The mother sewed the shirt that the boy deeply treasure ","j",1.14619803429,22,"j","Ungrammatical",1,"NA"
2,"Filler",66,0,"The tailor and the customer cheerily talk","f",0.947011947632,23,"f","Grammatical",1,"NA"
2,"Filler",98,0,"The waiter brought the meal that the boys apparently want","f",1.86758518219,25,"f","Grammatical",1,"NA"
2,"Filler",131,0,"The novelist wrote that the characters suddenly meet","j",1.66600084305,26,"f","Grammatical",0,"NA"
2,"Filler",130,0,"The model accepted that the shoes never fit","f",0.831013917923,28,"f","Grammatical",1,"NA"
2,"Filler",70,0,"The jersey and the glove probably stinks","j",1.01355290413,30,"j","Ungrammatical",1,"NA"
2,"Filler",79,0,"The folder and the file apparently explains","j",1.01288986206,32,"j","Ungrammatical",1,"NA"
2,"Filler",78,0,"The cash and the check likely suffices","j",1.11290097237,34,"j","Ungrammatical",1,"NA"
2,"Filler",128,0,"The bus driver worries that the breaks frequently squeak","f",1.02982378006,36,"f","Grammatical",1,"NA"
2,"Filler",136,0,"The reporter knows that the spies often vanishes","j",1.21402001381,38,"j","Ungrammatical",1,"NA"
2,"Filler",106,0,"The billionaire tips the apprentice that the tailors usually trains","j",0.812953948975,40,"j","Ungrammatical",1,"NA"
2,"Filler",81,0,"The teacher supports the student that the principal usually punish","j",1.397397995,42,"j","Ungrammatical",1,"NA"
2,"Filler",91,0,"The committee awards the building that the architect truly love","j",1.23162603378,44,"j","Ungrammatical",1,"NA"
2,"Filler",72,0,"The executioner and the victim never speaks","f",0.91326212883,45,"j","Ungrammatical",0,"NA"
2,"Filler",119,0,"The lumberjack loves that the chainsaw never break","f",2.64884209633,47,"j","Ungrammatical",0,"NA"
2,"Filler",82,0,"The raccoon dug up the rose bush that the gardener usually trim","NULL",999,49,"j","Ungrammatical",0,"NA"
2,"Filler",124,0,"The technician found that the laboratory never quiet","j",0.630304098129,51,"j","Ungrammatical",1,"NA"
2,"Filler",77,0,"The microphone and the guitar loudly buzzes","f",0.980185031891,52,"j","Ungrammatical",0,"NA"
